Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
637e52a52182bf1db22f4fe5,62c8391cd913ab9b5317d5f9,APPROVED,2022-11-23T17:04:44.888000Z,2022-11-23T17:11:53.095000Z,2022-11-23T18:48:52.882000,2022-11-23T17:11:53.488189Z,429,NOCODE,334,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637e52a53ccbc1f08f233efc,60ddfb3db6a71ad9ba75e387,APPROVED,2022-11-23T17:04:51.312000Z,2022-11-23T17:15:57.985000Z,2022-11-23T18:48:53.183000,2022-11-23T17:16:05.417165Z,667,NOCODE,476,English,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking)
637e52a583603d9a4dbab690,5f9aba6600cdf11f1c9b915c,APPROVED,2022-11-23T17:04:37.199000Z,2022-11-23T17:17:10.803000Z,2022-11-23T18:48:53.461000,2022-11-23T17:17:11.563886Z,754,NOCODE,873,"English, German, Polish, Portuguese, Russian",27,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
637e6ab770d02d726e428a54,612376826a580ca0368bb19f,APPROVED,2022-11-23T18:47:27.043000Z,2022-11-23T18:56:26.888000Z,2022-11-23T19:32:11.961000,2022-11-23T18:56:27.398504Z,540,C2TJMYKC,386,English,25,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Part-Time
637e6ab90d2062b8c94e4239,60bb3b463887c2f9d1385cce,APPROVED,2022-11-23T18:47:21.910000Z,2022-11-23T18:51:32.729000Z,2022-11-23T19:32:12.158000,2022-11-23T18:51:34.531053Z,251,C2TJMYKC,1195,English,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
637e6ab9a3c6d1bc378bd30e,6012c2c191c56f078852ccf6,APPROVED,2022-11-23T18:48:22.008000Z,2022-11-23T18:59:04.941000Z,2022-11-23T19:32:12.357000,2022-11-23T18:59:05.481983Z,643,C2TJMYKC,112,"English, Portuguese",36,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
637e6abaa11d138392428a00,604b169fe4b7991ec08da3a6,APPROVED,2022-11-23T18:47:22.335000Z,2022-11-23T18:55:30.387000Z,2022-11-23T19:32:12.557000,2022-11-23T18:55:30.805391Z,489,C2TJMYKC,1274,"English, German",31,Male,White,Russian Federation,Germany,Germany,German,No,Full-Time
637e6d8d35d88f6cfefbc375,610a5da4bc12c2340a6a0051,APPROVED,2022-11-23T19:03:53.475000Z,2022-11-23T19:26:30.909000Z,2022-11-23T19:32:12.756000,2022-11-23T19:26:31.230894Z,1358,C2TJMYKC,262,"English, Afrikaans",30,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
637e6e7be3cb5dcbfb7e8d54,61015f63f9a351d3171a0f98,APPROVED,2022-11-23T19:03:41.822000Z,2022-11-23T19:16:23.196000Z,2022-11-23T19:32:12.965000,2022-11-23T19:16:23.584498Z,762,C2TJMYKC,965,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637e6e7dca8928621cbab6c7,587d4ed4e4404c0001c9d1b9,APPROVED,2022-11-23T19:03:34.706000Z,2022-11-23T19:13:32.636000Z,2022-11-23T19:32:13.163000,2022-11-23T19:13:33.069321Z,598,C2TJMYKC,868,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637e6e7ede9fa7a5ae8ff2b4,5caddec9facb4c0016ed3652,APPROVED,2022-11-23T19:03:29.779000Z,2022-11-23T19:10:51.540000Z,2022-11-23T19:32:13.354000,2022-11-23T19:10:51.910993Z,442,C2TJMYKC,475,"Polish, English",48,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
